DAILY_STRESS,SOCIAL_NETWORK,ACHIEVEMENT,BMI_RANGE,TODO_COMPLETED,DAILY_STEPS,SLEEP_HOURS,SUFFICIENT_INCOME,PERSONAL_AWARDS,TIME_FOR_HOBBY,WEEKLY_MEDITATION,AGE,GENDER,WORK_LIFE_BALANCE_SCORE
2,5,3,1,8,5,10,1,5,4,5,21 to 35,Male,637.3
2,2,1,1,1,1,5,1,0,0,0,21 to 35,Male,550.5
4,6,6,1,4,5,7,1,5,4,5,21 to 35,Female,643.5
1,5,1,1,4,2,6,2,2,2,6,21 to 35,Male,630.8
5,9,4,1,6,10,10,2,4,4,5,36 to 50,Female,709.7
3,4,2,2,3,4,7,2,4,4,5,21 to 35,Male,626.3
2,5,2,1,7,5,7,2,5,0,10,Less than 20,Female,682.6
3,10,7,2,6,10,7,1,3,3,5,36 to 50,Female,666.6
5,2,2,1,10,5,8,1,4,0,1,21 to 35,Female,648.8
3,7,8,2,6,4,9,1,10,1,7,36 to 50,Female,694.7
2,6,4,1,5,3,7,2,3,3,6,21 to 35,Male,651.6
5,10,0,2,8,2,5,1,5,1,10,36 to 50,Male,577.9
3,3,3,1,7,5,6,1,1,1,0,21 to 35,Male,643.3
3,4,3,1,7,8,8,2,4,1,10,21 to 35,Female,673.2
3,10,1,2,3,2,6,2,1,0,0,36 to 50,Female,598.5
4,5,2,1,4,1,9,2,3,1,1,21 to 35,Female,670.3
4,10,6,2,7,9,7,2,10,3,8,51 or more,Male,686.8
4,5,0,1,6,5,7,2,1,0,10,Less than 20,Male,619.7
3,10,9,1,5,4,6,1,10,5,4,36 to 50,Female,673.7
1,5,2,2,7,6,6,1,5,2,4,36 to 50,Male,645.2
4,3,4,2,4,6,7,2,6,1,3,21 to 35,Female,643.7
4,8,10,2,7,3,6,2,10,1,5,51 or more,Female,692.2
2,10,2,2,10,5,6,2,2,0,7,36 to 50,Female,655.2
3,10,2,1,5,3,5,1,3,3,5,21 to 35,Female,607
2,6,2,1,7,9,6,2,10,8,6,51 or more,Male,703.6
2,6,2,1,7,9,6,2,10,8,6,51 or more,Male,703.6
3,8,1,2,8,10,7,2,5,0,9,36 to 50,Female,675.1
1,10,1,1,0,7,8,2,2,3,0,Less than 20,Male,644.1
3,10,3,1,4,10,10,1,10,4,10,Less than 20,Female,696.1
3,1,2,2,0,10,10,1,6,0,6,21 to 35,Female,595.8
1,8,6,1,7,8,8,2,10,0,10,36 to 50,Female,736.1
3,7,1,2,7,4,6,1,1,5,2,21 to 35,Male,590.4
4,10,2,2,8,7,8,2,4,10,2,21 to 35,Female,691.7
4,2,2,1,9,8,8,2,8,2,9,51 or more,Female,656.2
4,10,3,1,5,7,7,2,4,1,5,21 to 35,Female,649
3,10,2,2,8,4,8,2,10,3,7,21 to 35,Male,665.6
3,7,2,1,8,10,8,1,10,4,10,51 or more,Female,721.2
3,5,0,1,7,7,7,1,3,1,1,21 to 35,Male,611.6
2,4,2,2,2,4,6,2,3,0,7,51 or more,Female,658.4
4,4,3,1,5,10,7,2,3,2,10,Less than 20,Female,634.3
4,2,0,1,4,10,7,2,3,2,10,Less than 20,Female,612.2
2,6,6,2,2,4,7,2,3,3,5,51 or more,Female,663.7
4,3,4,1,5,3,5,1,3,4,2,Less than 20,Female,637.6
2,10,1,2,9,5,8,2,10,7,3,21 to 35,Female,711.7
4,5,0,1,0,5,8,2,2,3,4,51 or more,Male,597.8
3,3,0,1,3,1,7,1,3,1,2,Less than 20,Male,586.6
3,4,3,1,5,8,8,2,2,4,10,21 to 35,Male,671.5
2,10,6,1,6,8,7,2,4,4,2,36 to 50,Female,707
3,4,4,1,2,3,8,2,10,1,1,36 to 50,Male,655.2
5,6,6,1,6,8,6,2,10,4,2,21 to 35,Female,701.7
0,5,2,1,9,5,8,2,3,3,10,21 to 35,Male,682.8
3,4,1,2,4,1,10,1,2,0,10,21 to 35,Male,573.6
3,4,2,1,5,1,7,1,1,5,1,21 to 35,Female,576.4
3,4,2,1,5,1,7,1,1,5,1,21 to 35,Female,576.4
5,3,3,1,3,2,8,2,4,5,3,51 or more,Female,655
3,10,3,2,3,3,6,1,4,1,5,36 to 50,Female,597
4,8,1,2,7,3,7,2,10,1,3,36 to 50,Male,634.6
3,5,3,2,8,7,7,2,3,2,5,51 or more,Female,669.4
1,10,0,2,7,5,8,2,5,6,6,51 or more,Female,704.9
0,0,4,1,5,9,5,2,10,2,5,36 to 50,Female,650.7
2,7,1,1,8,4,8,2,10,1,3,36 to 50,Female,667.3
4,10,0,1,8,6,6,2,3,6,2,21 to 35,Female,655.4
4,5,5,1,7,7,7,1,6,2,5,21 to 35,Female,666
4,5,5,1,8,9,7,1,5,2,6,21 to 35,Male,669.8
3,2,2,1,8,10,8,2,10,2,10,21 to 35,Female,678.7
3,2,2,1,8,10,8,2,10,2,10,21 to 35,Female,678.7
3,2,2,1,8,10,8,2,10,2,10,21 to 35,Female,678.7
3,10,1,2,5,7,7,2,3,2,10,36 to 50,Female,635.4
1,4,4,1,6,10,8,2,3,3,7,21 to 35,Female,709.3
5,4,5,2,6,4,6,2,8,4,6,51 or more,Female,683.9
3,3,3,1,7,3,7,2,10,0,3,21 to 35,Male,648.2
1,8,1,1,7,10,6,2,3,2,10,36 to 50,Male,685.1
1,8,1,1,7,10,6,2,3,2,10,36 to 50,Male,685.1
1,8,1,1,7,10,6,2,3,2,10,36 to 50,Male,685.1
3,7,3,1,4,5,7,1,7,3,10,21 to 35,Female,697.9
3,3,3,1,7,7,8,2,10,7,10,21 to 35,Male,686.6
2,10,6,2,8,2,8,2,7,6,3,36 to 50,Female,651.6
2,8,3,2,3,5,6,2,8,2,6,36 to 50,Male,639.9
1,8,4,2,8,5,7,2,5,5,10,21 to 35,Male,706.4
3,10,5,1,4,10,5,2,0,1,2,Less than 20,Male,649.2
4,10,10,1,10,7,6,2,10,2,7,21 to 35,Female,745.7
4,5,1,1,5,8,6,1,3,6,3,21 to 35,Female,616.7
2,5,7,1,7,7,6,2,5,2,4,36 to 50,Male,679.4
2,6,10,1,7,7,8,2,10,6,10,51 or more,Female,756.3
3,10,7,1,10,10,8,2,5,8,10,Less than 20,Female,758.6
3,7,5,1,7,6,8,1,10,6,10,51 or more,Female,720.4
3,10,4,2,7,6,7,2,10,4,7,21 to 35,Female,708.3
3,10,2,2,5,2,7,1,5,4,10,51 or more,Male,649.7
3,10,5,1,4,4,7,1,6,2,5,21 to 35,Female,645
1,1,4,1,6,8,7,1,2,2,8,21 to 35,Male,627.1
1,2,3,1,7,8,9,2,3,2,10,21 to 35,Female,687
1,5,4,1,6,1,7,2,0,8,10,21 to 35,Male,683.5
5,8,2,2,7,2,9,1,3,0,3,Less than 20,Female,582.1
4,10,5,1,8,10,5,2,5,0,3,36 to 50,Female,676.4
4,5,8,1,8,10,6,2,8,10,6,21 to 35,Female,697
1,8,3,1,4,2,7,2,5,0,10,Less than 20,Male,680.3
3,6,6,1,4,8,7,2,3,2,7,21 to 35,Female,645.8
3,7,8,1,6,10,6,1,6,5,6,36 to 50,Male,669.8
3,7,10,1,6,10,6,1,9,4,6,36 to 50,Male,691.9
4,4,2,2,4,3,7,1,6,2,4,21 to 35,Female,595.5
4,10,3,1,8,5,6,1,4,3,5,21 to 35,Male,658.6
4,6,1,1,6,6,7,1,2,1,6,21 to 35,Male,609.7
5,5,3,2,9,4,7,2,10,3,10,21 to 35,Female,639.9
5,10,1,2,5,1,8,2,4,4,1,36 to 50,Male,624.2
1,6,7,1,9,7,8,2,6,1,10,21 to 35,Male,708.7
4,6,2,1,1,3,6,1,2,0,4,36 to 50,Female,595.3
3,6,7,2,2,2,8,2,7,1,10,51 or more,Female,690.7
4,1,3,2,6,1,8,1,6,3,9,21 to 35,Male,610.6
4,4,4,1,4,3,7,2,4,2,3,36 to 50,Female,644.8
2,4,6,1,9,6,7,2,4,1,8,36 to 50,Female,698.1
2,7,0,2,4,6,6,2,7,3,6,21 to 35,Male,628.2
4,10,5,1,5,10,7,2,10,3,1,Less than 20,Female,698.9
4,10,3,1,4,4,7,2,4,6,10,51 or more,Female,697.7
4,6,1,1,5,10,8,2,3,1,8,36 to 50,Female,666.8
3,3,0,1,7,2,7,2,2,5,7,21 to 35,Male,668.4
5,2,3,2,7,10,7,2,4,0,10,21 to 35,Female,644.5
3,8,5,1,6,10,8,1,5,0,5,21 to 35,Female,690.6
5,10,4,1,1,10,4,2,10,2,2,21 to 35,Female,667.7
3,10,6,2,7,7,7,1,1,7,10,36 to 50,Female,676.2
1,7,7,1,7,5,7,2,9,4,10,51 or more,Male,743.8
4,10,3,2,5,9,6,2,10,6,4,21 to 35,Male,649.2
1,10,0,1,8,4,7,2,5,4,4,51 or more,Female,690.9
5,8,1,1,9,3,9,1,10,0,10,21 to 35,Female,689.4
1,5,5,1,7,1,8,2,10,5,10,21 to 35,Male,726.2
2,10,1,1,4,10,7,2,2,1,10,Less than 20,Male,666.6
2,9,6,1,5,10,6,1,7,5,10,Less than 20,Female,715.7
3,6,5,1,5,6,7,2,2,0,10,Less than 20,Female,643.7
2,7,10,1,7,4,8,1,10,7,10,51 or more,Female,721.7
3,6,10,1,7,3,8,1,10,5,10,51 or more,Female,711.3
5,2,0,1,0,5,8,1,10,0,0,Less than 20,Female,584.2
4,6,3,2,4,5,5,1,5,0,1,36 to 50,Female,624.4
5,3,6,2,3,7,10,1,9,0,3,21 to 35,Female,595.2
3,4,3,1,1,2,9,1,3,1,4,36 to 50,Female,592.3
3,5,1,1,3,4,6,2,3,2,4,51 or more,Female,665.2
1,4,3,1,3,6,7,2,6,5,7,21 to 35,Female,693
2,4,5,2,8,2,7,2,5,10,10,21 to 35,Female,702.4
3,2,3,1,3,5,8,1,5,6,6,21 to 35,Male,636.9
5,4,8,1,1,8,10,2,5,5,5,Less than 20,Female,649.8
5,4,8,1,1,8,10,2,5,5,5,Less than 20,Female,649.8
5,8,2,1,7,3,7,1,6,3,4,Less than 20,Female,619.3
2,4,10,2,9,4,8,2,10,5,7,21 to 35,Female,714.9
2,10,6,1,3,3,9,2,4,1,4,Less than 20,Male,674.1
3,10,0,1,8,10,9,2,1,2,10,51 or more,Female,672.1
2,10,4,1,2,10,6,2,4,1,5,51 or more,Female,651.1
4,2,2,2,8,2,9,1,0,0,5,36 to 50,Female,592.3
3,10,1,2,4,10,5,1,2,6,5,21 to 35,Male,640.7
5,10,4,2,6,6,8,1,10,4,7,36 to 50,Female,681.3
5,8,7,1,9,5,8,2,5,3,10,Less than 20,Female,686.2
1,5,10,1,9,5,5,2,10,3,5,36 to 50,Female,712.8
3,2,7,1,8,7,9,2,10,5,10,51 or more,Female,724.2
5,10,5,2,2,1,3,1,3,0,10,21 to 35,Male,579
3,10,8,1,8,5,8,2,10,5,5,36 to 50,Male,761
2,4,7,1,6,10,6,2,6,2,2,51 or more,Female,661.3
1,6,3,1,10,9,9,1,10,4,10,Less than 20,Female,712.7
3,5,3,1,2,2,7,2,2,1,7,21 to 35,Male,603.8
4,5,0,2,7,10,7,2,3,1,3,21 to 35,Female,622.4
3,10,1,2,7,3,7,2,10,1,2,36 to 50,Male,665.2
1,2,3,1,7,10,8,1,5,3,10,36 to 50,Male,661.7
4,1,2,1,0,1,5,1,0,4,3,21 to 35,Male,604.9
4,1,2,1,0,1,5,1,0,4,3,21 to 35,Male,604.9
2,5,8,1,8,10,6,2,5,6,10,21 to 35,Male,700.4
4,10,4,1,8,10,7,2,10,10,10,36 to 50,Male,749.9
2,7,4,1,5,3,7,2,2,4,7,21 to 35,Male,651.6
3,10,5,1,8,4,8,2,6,7,7,51 or more,Female,721.7
0,2,5,2,8,8,8,2,10,4,10,51 or more,Female,717.4
2,5,6,2,6,8,6,1,7,4,3,51 or more,Female,674.5
3,3,3,1,7,2,7,1,4,2,10,21 to 35,Male,629.3
2,2,1,2,1,1,9,2,3,6,7,51 or more,Female,622.7
4,3,8,1,9,5,7,2,1,2,10,21 to 35,Female,670.7
1,6,8,1,8,6,8,2,8,5,7,36 to 50,Female,713.6
3,8,2,2,8,3,8,2,4,4,5,Less than 20,Female,673.9
2,10,7,1,10,8,7,2,7,6,8,Less than 20,Female,742.7
2,10,9,2,7,8,6,1,4,10,7,36 to 50,Female,722.1
1,3,7,1,8,3,8,1,7,8,10,21 to 35,Male,655.2
3,10,10,2,10,10,6,2,10,3,10,51 or more,Female,731
3,10,10,2,10,10,6,2,10,3,10,51 or more,Female,731
3,10,10,2,10,10,6,2,10,3,10,51 or more,Female,731
3,10,10,2,10,10,6,2,10,3,10,51 or more,Female,731
3,3,4,2,7,3,7,1,5,5,6,21 to 35,Male,643.1
1,7,9,1,6,3,6,1,6,8,10,36 to 50,Female,699
2,2,0,1,5,6,8,2,4,1,5,21 to 35,Female,645.6
4,8,3,2,4,2,7,1,2,4,5,21 to 35,Female,595.3
2,3,7,1,5,9,7,1,7,3,8,21 to 35,Female,710.6
2,4,1,1,6,8,7,2,0,1,5,36 to 50,Female,633.9
1,10,0,1,5,3,6,2,2,1,2,21 to 35,Female,649.7
0,5,3,2,5,10,6,2,5,1,1,51 or more,Male,703.8
4,4,3,1,4,4,7,2,4,1,9,21 to 35,Female,655.2
2,5,4,2,7,9,6,2,8,1,3,36 to 50,Female,671.3
1,5,10,1,7,8,4,2,5,5,8,21 to 35,Male,670.7
2,5,6,1,8,10,9,2,5,8,7,36 to 50,Female,718
2,3,5,1,2,10,8,2,8,8,10,21 to 35,Male,700.8
2,3,5,1,2,10,8,2,8,8,10,21 to 35,Male,700.8
4,4,2,1,4,5,7,1,6,2,2,36 to 50,Female,612.9
0,6,4,1,7,3,8,2,5,4,10,21 to 35,Male,665.4
2,2,3,1,5,2,10,1,1,2,7,36 to 50,Male,645.2
5,4,1,2,5,10,6,1,10,5,10,36 to 50,Female,620.5
3,0,0,1,0,1,8,1,0,0,10,21 to 35,Male,590.2
2,6,10,2,8,1,4,1,10,9,6,51 or more,Female,713.5
4,10,9,2,9,5,6,1,10,1,4,36 to 50,Male,629.7
2,3,6,2,5,5,6,2,3,3,5,51 or more,Female,641.6
2,3,5,2,9,5,8,2,7,3,10,51 or more,Female,715.1
3,10,10,1,7,10,6,2,10,5,10,21 to 35,Male,742.9
5,10,10,1,7,8,7,2,10,7,8,36 to 50,Female,724
2,10,1,1,3,10,7,2,5,4,3,36 to 50,Female,705.7
2,2,4,1,7,3,6,2,10,1,5,21 to 35,Male,658.2
3,3,0,2,1,2,7,2,0,0,8,21 to 35,Male,581.7
0,10,0,1,9,8,8,1,3,4,10,Less than 20,Male,688.5
4,3,2,2,3,5,8,1,3,3,10,51 or more,Male,585.9
2,3,4,1,5,1,9,2,9,2,2,Less than 20,Female,658.4
1,7,8,1,7,10,7,2,4,2,10,21 to 35,Male,704
4,3,1,1,8,5,6,2,4,3,10,36 to 50,Female,641.6
4,10,2,1,4,6,9,2,2,5,4,21 to 35,Female,678.1
0,3,4,1,8,8,10,2,6,2,10,51 or more,Male,714.4
4,2,1,2,1,2,6,1,4,2,7,21 to 35,Female,583.2
1,2,5,1,8,10,9,1,7,4,10,36 to 50,Female,711.2
3,10,2,1,2,3,6,2,3,1,4,51 or more,Female,639.5
2,6,10,2,10,6,9,2,7,8,8,51 or more,Female,735.9
2,7,2,1,1,1,7,2,10,0,3,36 to 50,Male,634.2
5,10,3,1,3,8,5,1,2,3,5,36 to 50,Female,636.9
4,10,1,1,3,6,6,2,3,0,3,21 to 35,Female,662.2
1,1,2,1,7,2,8,2,2,3,2,21 to 35,Female,643.1
2,6,3,2,7,5,7,2,6,2,7,21 to 35,Male,626.5
3,4,1,1,2,4,9,1,2,2,10,21 to 35,Male,608
2,10,10,1,4,6,7,2,10,2,10,36 to 50,Male,723.6
5,4,0,1,3,5,10,1,2,2,8,21 to 35,Male,569.3
4,7,6,1,6,5,6,2,7,7,6,21 to 35,Male,694.3
3,10,3,1,3,10,7,2,7,1,7,36 to 50,Female,688.7
4,5,7,2,7,5,9,2,7,4,5,36 to 50,Female,667.7
4,4,7,2,7,5,10,2,7,4,6,36 to 50,Female,666.2
5,0,1,1,3,5,7,1,0,1,1,21 to 35,Male,580.6
2,6,6,1,2,3,7,2,9,3,10,21 to 35,Male,677.1
1,8,5,1,7,5,7,2,9,3,10,51 or more,Female,740.4
4,4,10,2,4,4,5,2,10,2,6,51 or more,Male,661.6
2,10,3,1,8,2,8,2,6,1,7,21 to 35,Male,714.5
4,8,2,1,10,6,8,2,4,0,1,21 to 35,Female,632
2,10,3,1,7,2,8,2,3,1,3,51 or more,Female,649.9
3,10,3,2,6,5,6,2,3,2,5,51 or more,Female,656.9
2,10,3,1,8,2,8,2,6,1,7,21 to 35,Male,714.5
5,4,1,1,1,4,9,1,2,1,5,21 to 35,Female,596.1
2,10,9,1,8,4,7,2,10,8,10,51 or more,Female,752.1
5,2,1,2,4,1,6,2,1,6,4,51 or more,Female,615.3
4,10,7,1,8,7,6,2,10,2,7,36 to 50,Female,710
1,5,4,2,7,7,6,2,10,5,7,51 or more,Male,679.4
1,4,1,1,5,7,6,2,10,1,10,51 or more,Male,659
3,10,4,1,5,8,8,2,4,8,10,51 or more,Female,749.7
2,4,3,1,9,7,8,2,4,2,10,36 to 50,Female,690
4,3,3,1,5,1,5,2,4,2,10,21 to 35,Female,627
2,3,2,1,9,2,8,2,5,1,3,51 or more,Female,666.9
0,5,6,2,9,10,6,2,5,10,10,21 to 35,Male,691.9
2,5,8,1,9,10,8,2,7,7,9,36 to 50,Male,731.4
5,1,1,1,3,10,6,2,10,6,10,51 or more,Female,673.2
5,10,10,1,9,10,6,2,1,0,10,51 or more,Female,681.7
3,10,8,1,2,10,7,2,6,3,4,Less than 20,Female,698.9
1,10,10,2,9,10,5,2,4,2,10,21 to 35,Female,684.9
3,5,10,1,5,5,6,2,10,0,5,21 to 35,Female,645
4,8,10,1,8,5,5,1,4,10,7,Less than 20,Male,712.8
2,3,0,1,7,9,8,2,2,0,7,21 to 35,Male,625.8
3,4,4,1,5,5,7,2,8,3,6,21 to 35,Male,675.8
1,8,1,2,2,2,8,2,10,3,7,51 or more,Female,689
3,6,3,1,7,6,7,1,6,2,1,21 to 35,Male,648.8
3,3,4,1,5,8,7,1,4,0,7,21 to 35,Male,650.9
4,1,1,2,5,1,6,1,3,0,2,36 to 50,Female,550.7
1,3,3,1,6,10,7,2,2,1,10,51 or more,Female,668.3
3,10,4,2,10,9,6,2,6,8,10,21 to 35,Male,695.1
3,10,4,2,10,9,6,2,6,8,10,21 to 35,Male,695.1
4,6,5,1,9,6,9,1,4,5,7,21 to 35,Male,664.5
5,1,0,1,0,10,9,1,10,10,10,Less than 20,Female,643.2
1,2,3,2,5,5,6,2,10,5,5,51 or more,Male,653.5
2,10,6,2,5,4,6,2,7,10,10,36 to 50,Female,728.1
4,4,2,1,2,6,9,2,2,0,10,21 to 35,Male,635.6
2,10,5,2,10,10,5,2,10,1,10,51 or more,Female,739.3
3,10,3,2,3,3,6,2,5,6,5,21 to 35,Female,663.3
4,7,9,1,6,5,6,2,8,2,4,Less than 20,Male,692.6
3,5,2,1,7,9,8,1,4,2,5,21 to 35,Female,641.1
5,1,2,1,1,5,6,1,7,5,1,21 to 35,Male,568.5
0,7,2,2,5,7,8,2,6,4,3,36 to 50,Male,671.3
3,9,4,1,5,2,5,1,2,3,5,21 to 35,Female,649.3
2,6,4,2,7,2,8,2,5,4,5,36 to 50,Female,668.6
5,3,2,1,1,8,7,1,1,1,10,Less than 20,Female,611.8
5,3,2,1,4,5,10,1,3,0,10,Less than 20,Female,599.9
4,5,0,1,0,8,7,1,3,0,2,36 to 50,Male,596.5
4,2,5,1,8,3,9,2,4,7,10,21 to 35,Male,684.3
2,3,0,1,7,8,7,2,3,0,5,51 or more,Female,678.1
3,5,3,1,6,8,7,2,3,2,8,21 to 35,Male,669.6
3,4,1,2,3,1,7,1,0,1,10,21 to 35,Male,591.7
2,2,2,1,8,6,8,2,3,2,4,36 to 50,Female,681.3
4,10,5,1,6,7,8,1,5,2,8,21 to 35,Female,674.7
2,5,8,1,5,6,6,1,4,6,5,Less than 20,Male,669
1,4,3,1,3,5,8,1,1,2,7,Less than 20,Male,653.9
3,5,2,2,6,5,9,2,10,1,10,51 or more,Female,706.8
3,5,2,2,6,5,9,2,10,1,10,51 or more,Female,706.8
3,3,3,2,3,5,7,1,3,0,10,36 to 50,Male,609.5
0,7,5,2,3,4,6,1,6,2,6,51 or more,Male,632.9
0,7,5,2,3,4,6,1,6,2,6,51 or more,Male,632.9
3,3,3,2,3,5,7,1,3,0,10,36 to 50,Male,609.5
4,8,6,1,9,4,7,1,5,7,5,36 to 50,Male,679
4,8,5,1,5,4,7,1,5,4,4,36 to 50,Male,656.9
3,10,0,2,5,3,8,2,2,1,1,36 to 50,Female,629.7
2,10,6,1,8,10,7,2,6,6,8,21 to 35,Female,744.8
2,10,5,1,3,10,8,1,10,1,5,21 to 35,Male,660
3,6,10,1,4,7,6,1,10,4,10,36 to 50,Male,721.9
3,4,7,1,6,5,5,2,10,2,7,21 to 35,Female,714.5
5,10,5,1,7,10,7,2,5,8,3,36 to 50,Female,683.6
5,3,2,1,10,3,8,1,3,2,1,51 or more,Female,626.3
4,2,2,1,2,2,8,1,6,4,7,21 to 35,Female,615.9
2,10,5,1,10,9,7,2,10,5,10,51 or more,Female,758.2
1,10,10,1,9,9,6,2,6,5,10,21 to 35,Female,749.5
2,7,3,2,5,6,7,2,6,1,10,36 to 50,Female,693
4,10,2,1,9,8,8,2,5,3,10,36 to 50,Female,680
4,10,2,1,9,8,8,2,5,3,10,36 to 50,Female,680
3,10,5,2,4,6,6,2,5,10,10,36 to 50,Female,701.3
1,6,4,1,8,9,7,2,5,2,10,51 or more,Female,686.8
3,4,3,1,9,3,9,1,3,7,7,21 to 35,Female,669
1,8,1,2,5,6,7,2,3,1,1,36 to 50,Female,647.1
2,8,5,1,8,4,9,2,5,3,4,Less than 20,Female,679.4
2,5,1,2,5,1,8,1,5,6,5,36 to 50,Female,629.3
4,10,2,2,7,1,8,2,10,8,10,36 to 50,Female,704.1
2,8,8,2,8,7,7,2,5,5,7,51 or more,Female,710.2
2,5,5,1,5,5,8,2,10,3,10,21 to 35,Male,667.5
5,1,1,1,10,7,8,2,8,1,2,51 or more,Female,671.3
1,6,3,1,6,10,7,2,4,8,8,36 to 50,Female,705.7
2,3,1,2,7,10,7,2,1,2,10,21 to 35,Female,678.5
0,10,7,1,9,2,8,2,10,1,10,21 to 35,Male,706
5,8,2,2,2,3,5,2,2,0,10,36 to 50,Male,586.6
1,3,3,2,8,2,7,2,8,6,7,51 or more,Male,682
2,6,7,1,8,2,8,2,10,3,4,21 to 35,Male,704.3
2,3,6,1,4,5,8,2,8,1,7,36 to 50,Female,647.1
4,10,1,2,1,4,4,2,1,0,1,36 to 50,Male,584.9
2,10,10,2,9,4,6,1,10,4,10,36 to 50,Male,680.5
4,9,1,1,1,2,4,1,4,2,10,36 to 50,Female,613.4
5,10,3,1,7,3,6,1,3,0,3,36 to 50,Female,617.4
1,5,7,1,7,1,8,2,6,6,10,21 to 35,Male,661.6
1,5,7,1,7,1,8,2,6,6,10,21 to 35,Male,661.6
3,10,0,2,10,5,7,2,2,0,8,21 to 35,Female,640.1
5,10,0,1,5,1,4,1,10,1,7,Less than 20,Female,631.9
4,2,2,2,3,3,7,2,8,2,3,36 to 50,Female,619.3
3,10,2,2,3,1,6,1,3,2,0,36 to 50,Male,571.1
1,10,2,2,7,5,8,2,10,0,4,36 to 50,Male,693
0,10,3,1,7,4,7,2,5,5,10,51 or more,Female,747
1,5,0,1,1,3,8,2,0,0,6,51 or more,Male,602.5
4,3,0,1,2,8,7,2,3,2,6,51 or more,Female,627.1
1,6,4,1,8,2,5,1,9,10,10,21 to 35,Female,713.9
5,4,1,1,9,8,5,2,3,1,4,36 to 50,Female,625
1,6,4,1,8,2,5,1,9,10,10,21 to 35,Female,713.9
4,0,0,2,5,10,5,2,2,0,10,36 to 50,Male,565.9
2,6,5,2,5,3,8,2,10,8,10,51 or more,Male,696
4,3,0,1,2,8,7,2,3,2,6,51 or more,Female,627.1
4,3,0,1,2,8,7,2,3,2,6,51 or more,Female,627.1
1,5,5,2,5,1,10,2,5,7,10,Less than 20,Male,684.1
3,10,3,1,7,6,6,2,8,1,4,36 to 50,Female,679.2
5,7,2,2,10,10,7,1,5,8,10,51 or more,Male,664.9
1,2,1,2,2,1,6,2,1,0,2,21 to 35,Female,584.7
4,7,1,1,8,5,9,1,10,5,10,21 to 35,Female,660.9
4,5,2,1,3,2,6,2,3,0,3,36 to 50,Female,598.5
5,4,1,1,5,10,7,2,4,2,5,21 to 35,Male,647.9
4,10,6,1,3,3,6,1,5,5,7,Less than 20,Female,663.3
2,7,4,1,7,2,7,2,10,6,10,51 or more,Female,724.5
5,10,10,2,10,3,10,2,7,10,4,36 to 50,Male,708.3
1,1,5,1,4,10,10,1,5,4,10,36 to 50,Male,653.6
3,7,6,1,10,8,9,2,5,7,7,36 to 50,Female,739.7
3,2,1,2,7,6,7,2,10,6,7,21 to 35,Female,650.5
5,3,3,1,9,10,6,2,10,6,10,51 or more,Female,678.3
2,10,10,1,10,10,8,2,10,8,10,21 to 35,Female,748.4
4,10,5,2,3,5,5,2,4,2,2,Less than 20,Female,624.4
3,5,4,1,3,2,6,2,4,4,7,21 to 35,Female,649.5
3,8,1,1,6,3,7,2,10,1,7,36 to 50,Male,675.4
4,5,6,1,6,7,7,2,6,5,3,21 to 35,Female,666
2,10,3,2,0,6,7,2,3,8,4,21 to 35,Female,667.5
1,4,1,1,5,4,5,2,5,3,7,51 or more,Male,675.2
4,10,2,1,9,10,8,2,3,1,5,36 to 50,Female,680.4
5,4,4,1,6,10,6,2,8,1,10,36 to 50,Female,690.2
5,5,8,2,4,4,6,2,10,1,4,21 to 35,Female,638
4,7,9,2,0,7,7,2,2,4,3,36 to 50,Female,659.2
3,2,0,1,4,2,8,1,3,5,10,36 to 50,Female,648.2
1,3,4,1,8,10,8,2,2,1,9,51 or more,Female,694
4,7,1,1,2,4,5,1,3,3,3,21 to 35,Male,598.7
3,10,5,1,9,7,8,2,8,2,2,21 to 35,Female,708.7
3,8,5,2,5,6,6,2,10,2,10,51 or more,Female,694.5
4,4,2,2,4,3,7,1,6,2,4,21 to 35,Female,595.5
2,10,9,2,7,3,8,1,10,8,7,51 or more,Female,723.2
4,4,3,2,6,9,10,2,3,2,7,Less than 20,Female,644.9
2,10,8,1,8,7,7,2,10,7,7,36 to 50,Female,735.7
2,10,3,1,8,6,8,2,4,1,2,51 or more,Female,710.2
5,2,1,2,0,1,9,1,3,0,0,21 to 35,Female,547.9
3,7,9,1,5,9,2,2,3,2,10,Less than 20,Male,673.9
0,3,0,2,10,6,5,2,4,3,6,51 or more,Female,653.5
2,10,3,1,8,6,8,2,4,1,2,51 or more,Female,710.2
2,4,5,1,7,8,8,1,10,1,8,36 to 50,Female,649.4
3,4,4,1,8,7,8,1,10,1,10,36 to 50,Female,647.5
2,2,4,2,4,1,8,1,6,5,5,36 to 50,Male,595.3
2,2,5,1,7,1,6,1,5,2,7,36 to 50,Female,657.8
5,2,2,2,1,4,7,1,8,0,8,Less than 20,Female,568.5
3,3,2,1,3,3,6,2,2,0,10,21 to 35,Male,653.1
4,10,5,1,9,10,6,1,7,6,10,21 to 35,Male,697
3,10,7,2,8,10,5,2,10,8,3,21 to 35,Female,710.4
5,3,4,1,1,5,8,1,10,0,1,Less than 20,Female,606.3
4,1,3,1,1,3,10,1,4,0,7,21 to 35,Male,606.3
4,10,5,1,9,10,6,1,7,6,10,21 to 35,Male,697
3,10,2,1,4,8,7,2,5,1,2,51 or more,Female,656
3,10,3,2,6,10,6,2,3,6,7,36 to 50,Male,674.9
